CensusId,TotalPop,IncomePerCap
40025,2341,26981
40027,268614,27745
40029,5812,22977
40031,125531,23264
40033,6112,21640
40035,14744,19623
40037,70761,23010
40039,28978,23044
40041,41409,21736
40043,4863,25942
40045,4121,28417
40047,62192,24928
40049,27455,21644
40051,53612,24965
40053,4517,28552
40055,6117,19552
40057,2866,20891
40059,3766,24364
40061,12850,18858
40063,13785,17723
40065,26056,21923
40067,6333,19409
40069,11022,20425
40071,45587,23044
40073,15302,27733
40075,9302,23260
40077,10774,22343
40079,49899,18881
40081,34504,23072
40083,44493,27402
40085,9663,20589
40087,36512,26562
40089,33143,17898
40091,20280,20599
40093,7700,27877
40095,16014,20339
40097,41007,20884
40099,13733,23146
40101,70224,20516
40103,11506,25368
40105,10555,20524
40107,12248,16818
40109,754480,27401
40111,39446,20313
40113,48054,22935
40115,32085,18136
40117,16499,22603
40119,79423,21469
40121,44961,23311
40123,38055,21827
40125,71136,21974
40127,11226,20802
40129,3780,26257
40131,89190,28057
40133,25481,19141
40135,41464,18451
40137,44806,24291
40139,21588,21809
40141,7715,19057
40143,623335,28350
40145,75391,25535
40147,51760,28145
40149,11649,25493
40151,9033,26700
40153,20986,26124
41001,16052,24360
41003,86495,27888
41005,389438,34047
41007,37382,26294
41009,49389,25885
41011,62775,22667
41013,20956,21496
41015,22338,24682
41017,166622,29158
41019,107194,22591
41021,1883,25227
41023,7276,22538
41025,7229,21040
41027,22749,27719
41029,208363,24605
41031,22061,21341
41033,83409,22470
41035,65972,22177
41037,7842,20142
41039,357060,24960
41041,46347,25124
41043,118971,21706
41045,30551,16867
41047,323259,22490
41049,11204,20497
41051,768418,31544
41053,77264,23967
41055,1795,26178
41057,25430,22426
41059,76738,21214
41061,25745,23764
41063,6857,24386
41065,25492,22828
41067,556210,32369
41069,1348,23535
41071,101119,25047
42001,101767,27870
42003,1231145,32848
42005,67979,24391
42007,169785,27233
42009,49086,23195
42011,413965,27146
42013,126448,23865
42015,62228,25577
42017,626583,38795
42019,185689,32301
42021,139381,23410
42023,4869,25240
42025,64634,25398
42027,157823,26492
42029,509797,42556
42031,39454,22136
42033,81343,21362
42035,39614,21937
42037,66912,23580
42039,87343,22726
42041,241427,32398
42043,271094,29461
42045,561683,34064
42047,31370,24647
42049,279858,24856
42051,134851,22014
42053,7581,13645
42055,152285,26025
42057,14694,23435
42059,37938,23232
42061,45906,21714
42063,87895,23450
42065,44756,22282
42067,24829,22170
42069,213459,25608
42071,530216,27158
42073,89162,24450
42075,135776,26526
42077,356756,28688
42079,320095,25224
42081,116656,24194
42083,42884,23554
42085,115320,23683
42087,46675,20769
42089,167881,25022
42091,812970,42275
42093,18508,30272
42095,299616,30176
42097,94006,23291
42099,45677,27019
42101,1555072,22919
42103,56632,28533
42105,17377,22318
42107,146360,23682
42109,40046,23836
42111,76617,22980
42113,6381,25054
42115,42369,25958
42117,42284,23980
42119,44958,22863
42121,53906,23380
42123,40962,24830
42125,208226,30605
42127,51642,24539
42129,361251,29472
42131,28147,26087
42133,439660,28403
44001,49176,39196
44003,164958,34824
44005,82663,40320
44007,630459,27162
44009,126405,36851
45001,24997,18112
45003,163908,25321
45005,9838,12199
45007,191215,22400
45009,15432,18215
45011,22098,19026
45013,171420,32401
45015,193613,24826
45017,14958,24900
45019,372904,32162
45021,55863,19279
45023,32556,18819
45025,46192,17840
45027,34178,18535
45029,38004,19015
45031,67922,19810
45033,31435,14736
45035,145715,25223
45037,26466,21723
45039,23108,20401
45041,138330,22877
45043,60572,25216
45045,474903,27200
45047,69771,21287
45049,20473,20046
45051,290730,24094
45053,26549,17565
45055,62722,22434
45057,81263,22647
45059,66389,20072
45061,18461,15662
45063,273843,27248
45065,9895,22201
45067,32167,17553
45069,27993,15682
45071,37690,21267
45073,74949,24666
45075,90575,17889
45077,120124,21222
45079,397899,26026
45081,20000,20430
45083,291240,22618
45085,107777,20806
45087,28125,19087
45089,33238,16344
45091,240076,27868
46003,2729,25965
46005,18168,24662
46007,3438,16549
46009,7013,22165
46011,33046,25727
46013,38060,28841
46015,5330,22591
46017,2038,11372
46019,10292,23267
46021,1548,30998
46023,9239,20814
46025,3625,25250
46027,14011,21121
46029,27750,26767
46031,4149,13848
46033,8394,29934
46035,19787,25881
46037,5618,25844
46039,4341,30511
46041,5579,16216
46043,2973,29235
46045,4018,27487
46047,6906,24653
46049,2359,26958
46051,7227,26741
46053,4226,24035
46055,2083,23599
46057,5982,26153
46059,3375,29723
46061,3386,23656
46063,1328,25087
46065,17466,29642
46067,7226,27880
46069,1413,26239
46071,3237,19216
46073,2031,34277
46075,781,26103
46077,5107,29747
46079,12086,29610
46081,24645,27083
46083,49874,35559
46085,3837,20912
46087,5613,30086
46089,2263,22263
46091,4701,25161
46093,26381,27123
46095,2086,14123
46097,2306,30204
46099,178942,27387
46101,6439,26918
46102,14153,9150
46103,106085,27298
46105,2981,27174
46107,2307,29158
46109,10318,23010
46111,2339,29952
46115,6570,28165
46117,2962,30597
46119,1469,37078
46121,9942,11616
46123,5504,24560
46125,8302,26958
46127,14842,36730
46129,5495,25553
46135,22636,27044
46137,2833,12877
47001,75430,25590
47003,45986,20390
47005,16261,19285
47007,13686,18061
47009,125188,25916
47011,102062,23336
47013,40176,18117
47015,13787,21897
47017,28353,19086
47019,56941,19166
47021,39422,23922
47023,17324,19440
47025,31748,18817
47027,7780,16881
47029,35321,18691
47031,53448,21680
47033,14600,19178
47035,57455,21770
47037,658506,29589
47039,11686,23715
47041,19038,25573
47043,50472,22369
47045,38054,23044
47047,38814,29431
47049,17931,16539
47051,41138,22889
47053,49572,20704
47055,28949,20765
47057,22736,18974
47059,68576,20398
47061,13524,16356
47063,62999,20246
47065,348121,27518
47067,6642,15169
47069,26253,15671
47071,25900,20740
47073,56595,20338
47075,18248,19027
47077,28013,19269
47079,32269,22207
47081,24283,17957
47083,8290,18234
47085,18240,22329
47087,11496,17788
47089,52490,22383
47091,18017,16916
47093,444348,28337
47095,7687,12810
47097,27427,15769
47099,42226,19214
47101,11944,18236
47103,33550,21655
47105,50229,27466
47107,52506,20215
47109,26103,17751
47111,22761,17882
47113,98184,23467
47115,28306,21784
47117,31159,21962
47119,84089,24155
47121,11716,19212
47123,45293,19351
47125,185980,22916
47127,6351,28841
47129,21794,17646
47131,31129,21829
47133,22100,19244
47135,7864,18340
47137,5097,20526
47139,16687,21404
47141,73810,21835
47143,32394,19927
47145,53162,23287
47147,67426,24340
47149,282558,25663
47151,22043,18709
47153,14592,21818
47155,93617,22483
47157,937750,26285
47159,19136,22854
47161,13286,21475
47163,156752,24544
47165,169623,28883
47167,61674,23572
47169,7884,20937
47171,18069,20187
47173,19096,18654
47175,5596,20351
47177,40015,20534
47179,125317,26176
47181,16897,16333
47183,34415,19694
47185,26252,17451
47187,199456,44671
47189,122445,28994
48001,57915,17876
48003,16775,29423
48005,87748,21688
48007,24292,28472
48009,8779,29380
48011,1943,28669
48013,47050,22493
48015,28886,27658
48017,7126,17007
48019,20796,26663
48021,76948,24812
48023,3628,32907
48025,32659,17209
48027,326041,23535
48029,1825502,24735
48031,10723,29148
48033,705,44591
48035,17971,24658
48037,93155,22685
48039,331741,30634
48041,205271,22648
48043,9235,27265
48045,1670,22323
48047,7221,13179
48049,37833,21916
48051,17293,24894
48053,44144,26578
48055,39347,20667
48057,21666,24372
48059,13532,22387
48061,417947,15105
48063,12516,19738
48065,6068,28400
48067,30328,20991
48069,7948,21068
48071,37251,30572
48073,51167,19420
48075,7059,19861
48077,10479,26339
48079,2993,18968
48081,3238,29355
48083,8536,20085
48085,862215,38883
48087,3058,20269
48089,20757,25578
48091,119632,32838
48093,13623,19743
48095,4086,15820
48097,38761,26742
48099,76128,19760
48101,1510,18926
48103,4730,23808
48105,3699,26675
48107,6007,18692
48109,2296,17340
48111,7014,19997
48113,2485003,27605
48115,13542,19889
48117,19245,18846
48119,5223,20704
48121,731851,34914
48123,20540,28418
48125,2281,20659
48127,10682,21174
48129,3588,20204
48131,11577,20752
48133,18328,22135
48135,149557,26135
48137,1906,27893
48139,157058,26357
48141,831095,18880
48143,40039,21903
48145,17410,16739
48147,33748,20545
48149,24849,28458
48151,3858,26855
48153,6178,22195
48155,1197,22871
48157,658331,35962
48159,10599,26653
48161,19586,24087
48163,18168,17017
48165,18916,22744
48167,308163,31585
48169,6410,18125
48171,25398,30859
48173,1180,35054
48175,7410,29513
48177,20172,21185
48179,22983,21555
48181,122780,25033
48183,123178,24364
48185,26961,20891
48187,143460,26928
48189,35504,17910
48191,3203,17378
48193,8266,24518
48195,5559,22867
48197,3992,20374
48199,55375,26844
48201,4356362,29047
48203,66417,24114
48205,6121,21740
48207,5853,22140
48209,177562,27398
48211,4115,30082
48213,79016,22613
48215,819217,14689
48217,34923,21281
48219,23322,22609
48221,53171,30478
48223,35645,22453
48225,22949,17570
48227,36105,22049
48229,3330,15990
48231,88052,21888
48233,21858,24875
48235,1644,30963
48237,8946,23573
48239,14486,25687
48241,35768,20121
48243,2232,26693
48245,252872,24154
48247,5239,17122
48249,41461,21798
48251,155450,25310
48253,19978,15006
48255,14879,25868
48257,109289,24944
48259,37361,36126
48261,565,14251
48263,821,27962
48265,50149,26265
48267,4486,26749
48269,267,30269
48271,3577,17299
48273,32029,18722
48275,3796,20124
48277,49566,22344
48279,13742,20863
48281,20219,23772
48283,7191,22127
48285,19549,27288
48287,16664,25006
48289,16819,27535
48291,77486,21194
48293,23454,20430
48295,3483,30237
48297,11873,21231
48299,19323,36279
48301,117,25877
48303,290782,24510
48305,5764,23341
48307,8273,22194
48309,241505,22221
48311,778,27608
48313,13838,15894
48315,10248,22755
48317,5252,26130
48319,4066,25585
48321,36598,21693
48323,56548,15249
48325,47392,23830
48327,2182,22016
48329,151290,35537
48331,24344,22130
48333,4875,22804
48335,9169,18764
48337,19478,25846
48339,502586,34215
48341,22281,19495
48343,12700,20900
48345,1071,20322
48347,65531,21113
48349,48118,20697
48351,14231,20428
48353,15061,20444
48355,352060,25176
48357,10642,25995
48359,2071,23452
48361,83217,25489
48363,27921,23013
48365,23900,25693
48367,121418,31923
48369,10004,20381
48371,15807,19772
48373,46113,21010
48375,122352,20283
48377,7304,16507
48379,11037,23443
48381,126782,30480
48383,3598,25238
48385,3356,19549
48387,12567,19482
48389,14179,17893
48391,7277,24902
48393,931,31314
48395,16532,21781
48397,85536,36163
48399,10445,21803
48401,53457,22272
48403,10440,19511
48405,8695,19213
48407,27023,22363
48409,66070,24211
48411,5893,19743
48413,3224,25199
48415,17238,24584
48417,3352,23826
48419,25725,20753
48421,3066,22436
48423,217552,24964
48425,8608,26946
48427,62648,12483
48429,9452,22241
48431,1346,21386
48433,1414,22416
48435,3966,25650
48437,7713,18437
48439,1914526,29058
48441,134435,23896
48443,921,27062
48445,12687,21705
48447,1545,28305
48449,32553,19472
48451,115056,25274
48453,1121645,35168
48455,14405,19766
48457,21462,20242
48459,40096,22692
48461,3405,22751
48463,26952,18135
48465,48980,18632
48467,52736,23257
48469,90099,25987
48471,69330,16135
48473,45847,22849
48475,11225,24234
48477,34236,25057
48479,263251,15096
48481,41264,21581
48483,5618,26184
48485,131957,22861
48487,13158,20752
48489,22002,11413
48491,473592,31876
48493,45509,28887
48495,7576,22656
48497,61243,27208
48499,42712,24561
48501,8213,23125
48503,18329,25524
48505,14308,16619
48507,12060,13813
49001,6461,21405
49003,50991,21748
49005,117449,20223
49007,20927,21287
49009,776,22149
49011,323374,26411
49013,19817,23576
49015,10728,19717
49017,5069,19971
49019,9388,22635
49021,47139,18995
49023,10400,18447
49025,7202,24729
49027,12582,20602
49029,10276,27312
49031,1865,17493
49033,2292,19168
49035,1078958,27314
49037,15152,15654
49039,28261,16965
49041,20871,19261
49043,38521,47733
49045,60893,22643
49047,35721,24720
49049,551957,21335
49051,26661,26397
49053,148244,22459
49055,2722,20121
49057,238682,23545
50001,36943,29561
50003,36589,29296
50005,31012,23919
50007,159711,33977
50009,6207,21338
50011,48418,28394
50013,6952,35214
50015,25027,27390
50017,28929,27755
50019,27146,23213
50021,60530,27219
50023,59132,30598
50025,43858,28473
50027,56150,32474
51001,33115,23231
51003,103108,37474
51005,16066,24118
51007,12777,24868
51009,32148,23469
51011,15208,23941
51013,223945,63579
51015,74053,27000
51017,4583,32166
51019,76463,28524
51021,6662,20169
51023,33155,31160
51025,16930,18245
51027,23486,17883
51029,17068,18204
51031,55012,24192
51033,29349,26761
51035,29856,21145
51036,7118,29018
51037,12313,18719
51041,328176,33220
51043,14299,37558
51045,5212,22456
51047,48424,28104
51049,9859,22860
51051,15463,20275
51053,28110,23395
51057,11151,23448
51059,1128722,51025
51061,67463,41255
51063,15523,23885
51065,26014,28669
51067,56315,25219
51069,81340,30769
51071,16907,25241
51073,37001,29867
51075,21721,46366
51077,15573,19742
51079,18938,28209
51081,11760,14450
51083,35506,19782
51085,101340,34701
51087,318864,33634
51089,52580,20159
51091,2244,26809
51093,35740,31460
51095,70673,39802
51097,7106,25498
51099,24933,34529
51101,16097,28300
51103,11129,31062
51105,25206,17899
51107,351129,47495
51109,33986,28323
51111,12558,18428
51113,13147,25349
51115,8880,32397
51117,31555,20618
51119,10717,30297
51121,96467,25368
51125,14858,27528
51127,19560,33689
51131,12184,22490
51133,12304,31280
51135,15711,18917
51137,34596,29748
51139,23843,22241
51141,18264,19311
51143,62794,21667
51145,28207,32110
51147,23022,17901
51149,37380,24785
51153,437271,37215
51155,34528,25556
51157,7431,36567
51159,8989,19407
51161,93633,31370
51163,22444,26767
51165,77785,26472
51167,28245,20053
51169,22570,21295
51171,42724,25253
51173,31734,21927
51175,18410,23259
51177,127691,32105
51179,137145,37198
51181,6823,24660
51183,11864,15143
51185,43870,22721
51187,38481,29522
51191,54759,25351
51193,17557,25992
51195,40530,20321
51197,29190,23770
51199,66471,35876
51510,149315,54861
51520,17524,20777
51530,6666,15707
51540,45084,30378
51550,230601,29703
51570,17515,27572
51580,5736,20055
51590,42450,20933
51595,5672,20417
51600,23402,45545
51610,13308,65600
51620,8457,21621
51630,27395,29090
51640,6876,21515
51650,137081,25029
51660,51388,18324
51670,22279,20700
51678,7071,14792
51680,78158,21650
51683,40743,29424
51685,15625,28164
51690,13624,21899
51700,181323,25369
51710,245452,24657
51720,4007,19647
51730,32123,19149
51735,12077,38428
51740,96135,23075
51750,17057,15556
51760,213735,28023
51770,98736,23685
51775,25165,27560
51790,24193,25182
51800,86184,29620
51810,448290,32269
51820,21150,22156
51830,14754,24127
51840,27168,26182
53001,19081,17564
53003,22040,25132
53005,184930,28758
53007,74267,25564
53009,72397,27000
53011,444506,28801
53013,3989,24400
53015,102338,24260
53017,39599,23598
53019,7652,20602
53021,86443,20412
53023,2230,22884
53025,92070,20251
53027,71419,22387
53029,79329,31836
53031,30083,28593
53033,2045756,41664
53035,255441,32063
53037,42204,24014
53039,20820,22456
53041,75515,22480
53043,10363,24951
53045,60791,25015
53047,41332,22460
53049,20645,21923
53051,12968,22008
53053,821952,28824
53055,15956,39266
53057,119343,27794
53059,11243,29878
53061,746653,32542
53063,480832,26093
53065,43548,22221
53067,262723,29741
53069,4035,24483
53071,59726,23520
53073,207100,27223
53075,46737,21188
53077,247408,19793
54001,16731,18039
54003,108724,26469
54005,24000,21387
54007,14466,19409
54009,23665,23819
54011,96824,23908
54013,7557,19635
54015,9141,16827
54017,8201,19992
54019,45534,19232
54021,8644,17115
54023,11815,20052
54025,35666,22340
54027,23542,18477
54029,30201,23845
54031,13936,22195
54033,68998,24415
54035,29256,23090
54037,55214,30912
54039,190781,27642
54041,16434,21067
54043,21560,19114
54045,35760,20477
54047,20802,14874
54049,56790,23807
54051,32480,23543
54053,27177,19694
54055,61891,20942
54057,27755,19111
54059,25931,20417
54061,101668,26314
54063,13525,20678
54065,17475,23456
54067,25930,23404
54069,43637,27053
54071,7402,21979
54073,7636,23291
54075,8697,21847
54077,33809,21097
54079,56596,29412
54081,78493,22405
54083,29365,21139
54085,10140,19632
54087,14636,18957
54089,13544,20347
54091,16977,22799
54093,6972,22321
54095,9033,21018
54097,24560,20230
54099,41499,19867
54101,8927,17864
54103,16157,21619
54105,5841,22125
54107,86559,24364
54109,22866,19009
55001,20451,22783
55003,15993,22196
55005,45686,23852
55007,15050,26485
55009,254717,27876
55011,13319,26170
55013,15334,23963
55015,49678,29479
55017,63209,25651
55019,34518,21699
55021,56607,28967
55023,16483,23020
55025,510198,34562
55027,88547,25372
55029,27731,30920
55031,43799,25191
55033,44159,24098
55035,101281,26034
55037,4476,25142
55039,101920,27474
55041,9150,21623
55043,51489,22937
55045,37044,28187
55047,18966,25466
55049,23769,27664
55051,5907,25435
55053,20543,23299
55055,84345,26935
55057,26494,22363
55059,167738,26514
55061,20483,26655
55063,117048,27550
55065,16835,25258
55067,19551,23857
55069,28286,25856
55071,80521,26096
55073,135177,28457
55075,41287,24450
55077,15140,24054
55078,4451,14482
55079,955939,24984
55081,45274,23709
55083,37476,26914
55085,35653,26432
55087,180430,28679
55089,87273,43543
55091,7372,24951
55093,40799,29068
55095,43572,26450
55097,70432,26071
55099,13800,25055
55101,194895,27895
55103,17746,23765
55105,160727,25219
55107,14357,21975
55109,86118,32955
55111,62992,26335
55113,16483,25284
55115,41563,24638
55117,115226,27034
55119,20569,24300
55121,29412,25502
55123,30279,23985
55125,21355,26304
55127,103039,27410
55129,15700,25575
55131,132921,33744
55133,393873,38684
55135,52125,27257
55137,24321,23977
55139,169004,27770
55141,74012,26516
56001,37565,24946
56003,11895,23812
56005,48013,33925
56007,15739,26706
56009,14101,30249
56011,7229,32083
56013,40755,25293
56015,13544,25105
56017,4809,27259
56019,8600,30144
56021,95431,30047
56023,18316,29915
56025,80011,30783
56027,2516,25272
56029,28985,29411
56031,8750,25899
56033,29738,29892
56035,10117,33193
56037,44772,30568
56039,22311,44231
56041,20930,25772
56043,8400,27394
56045,7152,30245
72001,18962,7270
72003,40603,8465
72005,57973,10297
72007,27693,8441
72009,24829,8867
72011,28579,8536
72013,92511,9461
72015,19018,7562
72017,24775,7849
72019,29805,7361
72021,197287,13068
72023,50380,9500
72025,138262,13486
72027,33949,9234
72029,47432,10621
72031,168114,15185
72033,26680,10820
72035,46647,12453
72037,12810,10269
72039,17928,6774
72041,42298,11678
72043,40293,9634
72045,20339,7076
72047,35975,7459
72049,1557,9333
72051,38166,14412
72053,34720,10609
72054,12408,7263
72055,18207,7245
72057,43700,8831
72059,20442,7811
72061,93899,23166
72063,46765,15111
72065,41578,9876
72067,16845,11096
72069,56384,10678
72071,44438,8371
72073,15890,7242
72075,49259,9328
72077,40104,9446
72079,24722,6974
72081,28727,7598
72083,9306,6792
72085,38605,9833
72087,28454,8665
72089,19497,10284
72091,42167,10190
72093,6315,5878
72095,11701,8374
72097,83418,9930
72099,38815,7685
72101,32294,7465
72103,26804,9749
72105,29751,9347
72107,22595,6792
72109,18441,7643
72111,22770,7299
72113,156054,10562
72115,25205,8649
72117,14841,9412
72119,53029,10363
72121,24307,7943
72123,30114,8286
72125,34125,9399
72127,371400,16691
72129,39778,10021
72131,40471,7519
72133,22913,9199
72135,74603,13689
72137,85242,11673
72139,71886,15409
72141,31474,7717
72143,39319,9918
72145,56858,9102
72147,9130,8821
72149,24685,8420
72151,36279,7960
72153,39474,7743
