"storm","city","city_radius","wind_mph","wind_kmph","label","cityimpactday","year","norm_count_total","impact_count_total","change_count_percent","norm_displacement_total_km","impact_displacement_total_km","change_displacement_total_km","change_displacement_total_degree","change_displacement_total_degree_abs","change_displacement_percent","change_displacement_percent_abs","change_step_displacement_percent","change_step_displacement_percent_abs","step_type","norm_step_count","norm_step_avg_km","norm_step_displacement_km","impact_step_count","impact_step_avg_km","change_step_avg_km","change_step_avg_km_abs","norm_step_avg_degrees","impact_step_avg_degrees","change_step_avg_degrees","change_step_avg_degrees_abs","impact_step_displacement_km","change_displacement_km","change_displacement_km_abs","change_displacement_degrees","change_displacement_degrees_abs","norm_step_count_percent","impact_step_count_percent","change_step_count_percent","change_step_count_percent_abs","norm_step_distance_proportionality","impact_step_distance_proportionality","change_step_distance_proportionality","change_step_distance_proportionality_abs"
"Kalmaegi","Calasiao","50","85","136.79","85 - Kalmaegi - Calasiao","2014-09-14","2014","451.40000000000000000000","255","-43.5091","1226.7397","718.3690","-508.370700","-4.595671","4.5957","-41.4408","41.4408","68.2339","68.2339",6,"1","12.7377","63.6887","2","53.5728","-40.835100","40.835100","0.115149","0.484298","-0.369149","0.369149","107.1460","43.4573","43.457300","0.392900","0.392900","0.00221533","0.00784314","-0.00562781","0.00562781","0.05191704","0.14915176","-0.09723471","0.09723471"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","-34.9011","34.9011",1,"38","0.0313","6.0001","27","0.1447","-0.113400","0.113400","0.000283","0.001308","-0.001025","0.001025","3.9060","-2.0941","2.094100","-0.018900","0.018900","0.18322083","0.12735849","0.05586234","0.05586234","0.00289770","0.00184347","0.00105423","0.00105423"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","31.4303","31.4303",2,"18","0.1328","11.6903","22","0.6984","-0.565600","0.565600","0.001201","0.006314","-0.005113","0.005113","15.3646","3.6743","3.674300","0.033200","0.033200","0.08678881","0.10377358","-0.01698477","0.01698477","0.00564574","0.00725145","-0.00160572","0.00160572"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","15.4649","15.4649",3,"51","0.5554","140.5137","64","2.5351","-1.979700","1.979700","0.005021","0.022917","-0.017896","0.017896","162.2440","21.7303","21.730300","0.196400","0.196400","0.24590164","0.30188679","-0.05598515","0.05598515","0.06786000","0.07657245","-0.00871245","0.00871245"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","-23.9932","23.9932",4,"36","1.4114","252.6392","26","7.3855","-5.974100","5.974100","0.012759","0.066765","-0.054006","0.054006","192.0230","-60.6162","60.616200","-0.548000","0.548000","0.17357763","0.12264151","0.05093612","0.05093612","0.12201014","0.09062690","0.03138324","0.03138324"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","15.5613","15.5613",5,"60","4.5002","1354.5710","70","22.3622","-17.862000","17.862000","0.040682","0.202154","-0.161472","0.161472","1565.3600","210.7890","210.789000","1.905500","1.905500","0.28929605","0.33018868","-0.04089263","0.04089263","0.65417955","0.73878508","-0.08460553","0.08460553"
"Lan","Hamamatsu","50","90","144.84","90 - Lan - Hamamatsu","2017-10-23","2017","207.40000000000000000000","212","2.2179","2070.6410","2118.8300","48.189000","0.435629","0.4356","2.3273","2.3273","-41.0468","41.0468",6,"5","12.7178","305.2267","3","59.9802","-47.262400","47.262400","0.114969","0.542221","-0.427252","0.427252","179.9410","-125.2857","125.285700","-1.132600","1.132600","0.02410800","0.01415094","0.00995706","0.00995706","0.14740687","0.08492470","0.06248217","0.06248217"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","92.9782","92.9782",1,"531","0.0281","74.5939","1164","0.1237","-0.095600","0.095600","0.000254","0.001118","-0.000864","0.000864","143.9500","69.3561","69.356100","0.627000","0.627000","0.33467793","0.47901235","-0.14433442","0.14433442","0.01091828","0.02265509","-0.01173681","0.01173681"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","66.1838","66.1838",2,"219","0.1317","144.4840","372","0.6455","-0.513800","0.513800","0.001191","0.005835","-0.004645","0.004645","240.1090","95.6250","95.625000","0.864500","0.864500","0.13803101","0.15308642","-0.01505541","0.01505541","0.02114807","0.03778876","-0.01664068","0.01664068"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","17.8015","17.8015",3,"437","0.5142","1124.0688","559","2.3688","-1.854600","1.854600","0.004648","0.021414","-0.016766","0.016766","1324.1700","200.1012","200.101200","1.808900","1.808900","0.27543174","0.23004115","0.04539059","0.04539059","0.16452956","0.20840009","-0.04387053","0.04387053"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","-17.9193","17.9193",4,"199","1.4182","1413.9500","166","6.9915","-5.573300","5.573300","0.012821","0.063203","-0.050383","0.050383","1160.5800","-253.3700","253.370000","-2.290500","2.290500","0.12542544","0.06831276","0.05711268","0.05711268","0.20695936","0.18265402","0.02430534","0.02430534"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","-13.3611","13.3611",5,"195","3.8689","3764.4416","165","19.7665","-15.897600","15.897600","0.034975","0.178689","-0.143714","0.143714","3261.4700","-502.9716","502.971600","-4.546900","4.546900","0.12290432","0.06790123","0.05500309","0.05500309","0.55099999","0.51329560","0.03770439","0.03770439"
"Phanfone","Hamamatsu","50","90","144.84","90 - Phanfone - Hamamatsu","2014-10-06","2014","1586.60000000000000000000","2430","53.1577","6832.0175","6353.9800","-478.037500","-4.321459","4.3215","-6.9970","6.9970","-27.9475","27.9475",6,"5","12.9366","310.4792","4","55.9269","-42.990300","42.990300","0.116947","0.505579","-0.388632","0.388632","223.7080","-86.7712","86.771200","-0.784400","0.784400","0.00315139","0.00164609","0.00150530","0.00150530","0.04544473","0.03520754","0.01023719","0.01023719"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","-1.8496","1.8496",1,"26","0.0349","4.5739","29","0.1548","-0.119900","0.119900","0.000315","0.001399","-0.001084","0.001084","4.4893","-0.0846","0.084600","-0.000800","0.000800","0.16372796","0.13488372","0.02884424","0.02884424","0.00340773","0.00234439","0.00106334","0.00106334"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","38.8700","38.8700",2,"12","0.1293","7.6267","17","0.6230","-0.493700","0.493700","0.001169","0.005632","-0.004463","0.004463","10.5912","2.9645","2.964500","0.026800","0.026800","0.07556675","0.07906977","-0.00350302","0.00350302","0.00568218","0.00553091","0.00015127","0.00015127"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","55.8360","55.8360",3,"48","0.5556","132.7832","75","2.7590","-2.203400","2.203400","0.005023","0.024941","-0.019919","0.019919","206.9240","74.1408","74.140800","0.670200","0.670200","0.30226700","0.34883721","-0.04657021","0.04657021","0.09892858","0.10805939","-0.00913080","0.00913080"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","26.5568","26.5568",4,"32","1.4056","223.4909","41","6.8986","-5.493000","5.493000","0.012707","0.062363","-0.049657","0.049657","282.8430","59.3521","59.352100","0.536500","0.536500","0.20151134","0.19069767","0.01081366","0.01081366","0.16650930","0.14770564","0.01880367","0.01880367"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","24.0311","24.0311",5,"41","4.6202","937.9099","49","23.7408","-19.120600","19.120600","0.041767","0.214617","-0.172850","0.172850","1163.3000","225.3901","225.390100","2.037500","2.037500","0.25818640","0.22790698","0.03027942","0.03027942","0.69877889","0.60749591","0.09128298","0.09128298"
"Meranti","Taipei","50","95","152.89","95 - Meranti - Taipei","2016-09-14","2016","158.80000000000000000000","215","35.3904","1342.2127","1914.9100","572.697300","5.177184","5.1772","42.6681","42.6681","588.7415","588.7415",6,"1","11.9427","35.8281","4","61.6907","-49.748000","49.748000","0.107962","0.557684","-0.449722","0.449722","246.7630","210.9349","210.934900","1.906900","1.906900","0.00629723","0.01860465","-0.01230742","0.01230742","0.02669331","0.12886402","-0.10217071","0.10217071"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","6.8029","6.8029",1,"58","0.0344","10.0501","68","0.1579","-0.123500","0.123500","0.000311","0.001427","-0.001116","0.001116","10.7338","0.6837","0.683700","0.006200","0.006200","0.04533375","0.05147615","-0.00614240","0.00614240","0.00054609","0.00055864","-0.00001255","0.00001255"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","6.8261","6.8261",2,"54","0.1398","37.4784","59","0.6786","-0.538800","0.538800","0.001264","0.006135","-0.004871","0.004871","40.0367","2.5583","2.558300","0.023100","0.023100","0.04220728","0.04466313","-0.00245585","0.00245585","0.00203645","0.00208370","-0.00004725","0.00004725"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","7.9577","7.9577",3,"228","0.5618","639.8767","259","2.6672","-2.105400","2.105400","0.005079","0.024111","-0.019033","0.019033","690.7960","50.9193","50.919300","0.460300","0.460300","0.17820854","0.19606359","-0.01785505","0.01785505","0.03476876","0.03595237","-0.00118361","0.00118361"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","-7.8837","7.8837",4,"279","1.4989","2089.4021","258","7.4600","-5.961100","5.961100","0.013550","0.067438","-0.053888","0.053888","1924.6800","-164.7221","164.722100","-1.489100","1.489100","0.21807097","0.19530659","0.02276438","0.02276438","0.11353113","0.10016967","0.01336146","0.01336146"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","6.0547","6.0547",5,"647","4.5845","14826.2187","663","23.7162","-19.131700","19.131700","0.041444","0.214394","-0.172951","0.172951","15723.9000","897.6813","897.681300","8.115000","8.115000","0.50570580","0.50189251","0.00381329","0.00381329","0.80560719","0.81834789","-0.01274070","0.01274070"
"Harvey","Houston","42","100","160.93","100 - Harvey - Houston","2017-08-25","2017","1279.40000000000000000000","1321","3.2515","18403.7816","19214.2000","810.418400","7.326182","7.3262","4.4035","4.4035","2.9146","2.9146",6,"14","11.4394","800.7555","14","58.8638","-47.424400","47.424400","0.103412","0.532129","-0.428717","0.428717","824.0940","23.3385","23.338500","0.211000","0.211000","0.01094263","0.01059803","0.00034460","0.00034460","0.04351038","0.04288984","0.00062054","0.00062054"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","-22.8187","22.8187",1,"11","0.0264","1.4269","15","0.0734","-0.047000","0.047000","0.000239","0.000664","-0.000425","0.000425","1.1013","-0.3256","0.325600","-0.002900","0.002900","0.04937163","0.05725191","-0.00788027","0.00788027","0.00039431","0.00022644","0.00016787","0.00016787"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","28.1381","28.1381",2,"9","0.1276","5.7424","10","0.7358","-0.608200","0.608200","0.001154","0.006652","-0.005498","0.005498","7.3582","1.6158","1.615800","0.014600","0.014600","0.04039497","0.03816794","0.00222703","0.00222703","0.00158684","0.00151293","0.00007391","0.00007391"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","20.4851","20.4851",3,"31","0.5741","88.4109","34","3.1330","-2.558900","2.558900","0.005190","0.028322","-0.023132","0.023132","106.5220","18.1111","18.111100","0.163700","0.163700","0.13913824","0.12977099","0.00936725","0.00936725","0.02443131","0.02190220","0.00252911","0.00252911"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","-1.9859","1.9859",4,"33","1.5683","258.7618","34","7.4595","-5.891200","5.891200","0.014177","0.067434","-0.053256","0.053256","253.6230","-5.1388","5.138800","-0.046500","0.046500","0.14811490","0.12977099","0.01834391","0.01834391","0.07150578","0.05214793","0.01935785","0.01935785"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","24.8758","24.8758",5,"135","4.4676","3024.5414","157","24.0568","-19.589200","19.589200","0.040387","0.217473","-0.177086","0.177086","3776.9200","752.3786","752.378600","6.801500","6.801500","0.60592460","0.59923664","0.00668795","0.00668795","0.83579642","0.77657997","0.05921645","0.05921645"
"Matthew","Jacksonville","50","115","185.07","115 - Matthew - Jacksonville","2016-10-07","2016","222.80000000000000000000","262","17.5943","3618.7537","4863.5300","1244.776300","11.252778","11.2528","34.3979","34.3979","199.3350","199.3350",6,"4","12.6248","239.8704","12","59.8347","-47.209900","47.209900","0.114128","0.540906","-0.426777","0.426777","718.0160","478.1456","478.145600","4.322400","4.322400","0.01795332","0.04580153","-0.02784821","0.02784821","0.06628536","0.14763269","-0.08134732","0.08134732"
"Mangkhut","Hong Kong","36","135","217.26","135 - Mangkhut - Hong Kong","2018-09-16","2018","186.80000000000000000000","178","-4.7109","1364.4723","1412.3900","47.917700","0.433176","0.4332","3.5118","3.5118","-49.0425","49.0425",1,"27","0.0399","5.3892","21","0.1308","-0.090900","0.090900","0.000361","0.001182","-0.000822","0.000822","2.7462","-2.6430","2.643000","-0.023900","0.023900","0.14453961","0.11797753","0.02656209","0.02656209","0.00394966","0.00194436","0.00200529","0.00200529"
"Mangkhut","Hong Kong","36","135","217.26","135 - Mangkhut - Hong Kong","2018-09-16","2018","186.80000000000000000000","178","-4.7109","1364.4723","1412.3900","47.917700","0.433176","0.4332","3.5118","3.5118","29.3739","29.3739",2,"20","0.1349","13.2199","24","0.7126","-0.577700","0.577700","0.001219","0.006442","-0.005222","0.005222","17.1031","3.8832","3.883200","0.035100","0.035100","0.10706638","0.13483146","-0.02776508","0.02776508","0.00968865","0.01210933","-0.00242068","0.00242068"
"Mangkhut","Hong Kong","36","135","217.26","135 - Mangkhut - Hong Kong","2018-09-16","2018","186.80000000000000000000","178","-4.7109","1364.4723","1412.3900","47.917700","0.433176","0.4332","3.5118","3.5118","-8.4729","8.4729",3,"63","0.5368","170.1594","52","2.9950","-2.458200","2.458200","0.004853","0.027075","-0.022222","0.022222","155.7420","-14.4174","14.417400","-0.130300","0.130300","0.33725910","0.29213483","0.04512427","0.04512427","0.12470711","0.11026841","0.01443870","0.01443870"
"Mangkhut","Hong Kong","36","135","217.26","135 - Mangkhut - Hong Kong","2018-09-16","2018","186.80000000000000000000","178","-4.7109","1364.4723","1412.3900","47.917700","0.433176","0.4332","3.5118","3.5118","-10.3402","10.3402",4,"26","1.4558","186.3467","25","6.6831","-5.227300","5.227300","0.013160","0.060415","-0.047255","0.047255","167.0780","-19.2687","19.268700","-0.174200","0.174200","0.13918630","0.14044944","-0.00126314","0.00126314","0.13657053","0.11829452","0.01827600","0.01827600"
"Mangkhut","Hong Kong","36","135","217.26","135 - Mangkhut - Hong Kong","2018-09-16","2018","186.80000000000000000000","178","-4.7109","1364.4723","1412.3900","47.917700","0.433176","0.4332","3.5118","3.5118","8.1227","8.1227",5,"51","3.8647","989.3571","56","19.1021","-15.237400","15.237400","0.034937","0.172683","-0.137746","0.137746","1069.7200","80.3629","80.362900","0.726500","0.726500","0.27301927","0.31460674","-0.04158747","0.04158747","0.72508405","0.75738288","-0.03229883","0.03229883"
"Haiyan","Cebu City","20","140","225.31","140 - Haiyan - Cebu City","2013-11-08","2013","1003.00000000000000000000","655","-34.6959","2864.7469","1204.2800","-1660.466900","-15.010621","15.0106","-57.9621","57.9621","8.4016","8.4016",1,"279","0.0348","38.7546","239","0.1758","-0.141000","0.141000","0.000315","0.001589","-0.001275","0.001275","42.0106","3.2560","3.256000","0.029400","0.029400","0.27816550","0.36488550","-0.08671999","0.08671999","0.01352811","0.03488441","-0.02135631","0.02135631"
"Haiyan","Cebu City","20","140","225.31","140 - Haiyan - Cebu City","2013-11-08","2013","1003.00000000000000000000","655","-34.6959","2864.7469","1204.2800","-1660.466900","-15.010621","15.0106","-57.9621","57.9621","8.8229","8.8229",2,"125","0.1709","85.4361","141","0.6594","-0.488500","0.488500","0.001545","0.005961","-0.004416","0.004416","92.9740","7.5379","7.537900","0.068100","0.068100","0.12462612","0.21526718","-0.09064105","0.09064105","0.02982326","0.07720298","-0.04737971","0.04737971"
"Haiyan","Cebu City","20","140","225.31","140 - Haiyan - Cebu City","2013-11-08","2013","1003.00000000000000000000","655","-34.6959","2864.7469","1204.2800","-1660.466900","-15.010621","15.0106","-57.9621","57.9621","-53.8440","53.8440",3,"405","0.6284","1017.3730","208","2.2576","-1.629200","1.629200","0.005681","0.020409","-0.014728","0.014728","469.5790","-547.7940","547.794000","-4.952100","4.952100","0.40378863","0.31755725","0.08623138","0.08623138","0.35513539","0.38992510","-0.03478971","0.03478971"
"Haiyan","Cebu City","20","140","225.31","140 - Haiyan - Cebu City","2013-11-08","2013","1003.00000000000000000000","655","-34.6959","2864.7469","1204.2800","-1660.466900","-15.010621","15.0106","-57.9621","57.9621","-67.9269","67.9269",4,"138","1.7743","981.1824","45","6.9932","-5.218900","5.218900","0.016040","0.063219","-0.047179","0.047179","314.6960","-666.4864","666.486400","-6.025000","6.025000","0.13758724","0.06870229","0.06888495","0.06888495","0.34250230","0.26131464","0.08118765","0.08118765"
"Haiyan","Cebu City","20","140","225.31","140 - Haiyan - Cebu City","2013-11-08","2013","1003.00000000000000000000","655","-34.6959","2864.7469","1204.2800","-1660.466900","-15.010621","15.0106","-57.9621","57.9621","-61.5870","61.5870",5,"57","3.2832","742.0007","22","12.9557","-9.672500","9.672500","0.029680","0.117120","-0.087439","0.087439","285.0250","-456.9757","456.975700","-4.131100","4.131100","0.05682951","0.03358779","0.02324173","0.02324173","0.25901091","0.23667669","0.02233422","0.02233422"
"Haiyan","Tacloban","11","184","296.12","184 - Haiyan - Tacloban","2013-11-08","2013","79.50000000000000000000","5","-93.7107","153.1261","12.8848","-140.241300","-1.267781","1.2678","-91.5855","91.5855","-90.1645","90.1645",2,"17","0.1796","12.2099","2","0.6004","-0.420800","0.420800","0.001624","0.005428","-0.003804","0.003804","1.2009","-11.0090","11.009000","-0.099500","0.099500","0.21383648","0.40000000","-0.18616352","0.18616352","0.07973755","0.09320284","-0.01346529","0.01346529"
"Haiyan","Tacloban","11","184","296.12","184 - Haiyan - Tacloban","2013-11-08","2013","79.50000000000000000000","5","-93.7107","153.1261","12.8848","-140.241300","-1.267781","1.2678","-91.5855","91.5855","-93.6348","93.6348",3,"34","0.7297","99.9735","2","3.1818","-2.452100","2.452100","0.006596","0.028763","-0.022167","0.022167","6.3635","-93.6100","93.610000","-0.846200","0.846200","0.42767296","0.40000000","0.02767296","0.02767296","0.65288347","0.49387651","0.15900697","0.15900697"
"Haiyan","Tacloban","11","184","296.12","184 - Haiyan - Tacloban","2013-11-08","2013","79.50000000000000000000","5","-93.7107","153.1261","12.8848","-140.241300","-1.267781","1.2678","-91.5855","91.5855","-83.1055","83.1055",4,"5","1.6575","31.4919","1","5.3204","-3.662900","3.662900","0.014984","0.048096","-0.033113","0.033113","5.3204","-26.1715","26.171500","-0.236600","0.236600","0.06289308","0.20000000","-0.13710692","0.13710692","0.20565991","0.41292065","-0.20726074","0.20726074"
